Date,Close,High,Low,Open,Volume
2021-08-16,984.4171142578125,997.7782056289792,963.8772875225334,973.4791642916643,21935444
2021-08-17,980.2276611328125,989.7162669243918,972.7998007947025,982.3111087496648,12658169
2021-08-18,984.0321044921875,990.4408829212671,974.9511198541776,984.6435653646352,10075860
2021-08-20,972.98095703125,983.7377088016336,967.8856094241049,970.6031001945055,9426282
2021-08-23,979.3670043945312,984.6434896207061,965.7567897152866,984.6434896207061,9854395
2021-08-24,989.036865234375,992.7960796490014,976.3098177521405,980.5899239821464,11864472
2021-08-25,997.5970458984375,1005.4778714076189,987.4064100092222,989.8069092436782,13380559
2021-08-26,1010.2107543945312,1016.7554463089577,998.6839861429403,1000.0427614622415,18589616
2021-08-27,1008.829345703125,1015.7817181947378,1003.6887734868195,1013.1773788430729,10480636
2021-08-30,1028.2369384765625,1030.7733511879242,1013.086868200183,1019.0653841621985,14027062
2021-08-31,1022.7566528320312,1034.351288521445,1015.5552151770501,1031.2488192815088,26485463
2021-09-01,1026.8101806640625,1038.495504793424,1024.9532755584123,1029.482446811587,11145486
2021-09-02,1039.1749267578125,1045.2440116453542,1021.3299483032399,1021.3299483032399,9956770
2021-09-03,1081.79443359375,1084.7384068201698,1042.8435137983438,1046.2403322593964,30664428
2021-09-06,1098.5977783203125,1123.2365131929273,1092.4380047519112,1092.8909697996994,33641710
2021-09-07,1105.5274658203125,1113.2723180946527,1092.4380808510261,1100.5906136768078,17349882
2021-09-08,1101.2017822265625,1111.460402276985,1090.0147098003558,1110.5545921591392,14301651
2021-09-09,1098.5977783203125,1104.145971203985,1094.2950296674799,1099.6394421897962,8963249
2021-09-13,1074.1175537109375,1101.949327153265,1072.5323557228828,1101.949327153265,16311160
2021-09-14,1072.7135009765625,1084.2854942866497,1071.6037904973264,1075.6801166083583,8908356
2021-09-15,1077.1746826171875,1085.0780298856923,1072.7360805602518,1072.7360805602518,9071075
2021-09-16,1099.775146484375,1103.647571826163,1072.0565884901453,1078.6465641491313,13448882
2021-09-17,1082.722900390625,1112.2984866148895,1075.9517858407112,1107.837242193017,34882133
2021-09-20,1084.4439697265625,1095.3139316833478,1073.415392150155,1074.3664868663025,11779819
2021-09-21,1089.1318359375,1094.5215333838828,1079.7563812162018,1089.2676895218028,9915736
2021-09-22,1100.8170166015625,1106.025455452025,1086.210362198153,1090.6263219107966,10995912
2021-09-23,1127.7203369140625,1130.9360171926044,1107.6107744419755,1108.4713001643795,15748397
2021-09-24,1124.459228515625,1134.7631343059459,1119.613065939266,1133.9026086017536,15192163
2021-09-27,1143.3685302734375,1145.8370159244848,1121.1077134942575,1126.4068411721403,15373834
2021-09-28,1154.0574951171875,1161.689135216267,1138.092065214608,1147.6939414575027,18035258
2021-09-29,1144.90869140625,1163.9991145771864,1141.3758992926414,1163.9991145771864,9719875
2021-09-30,1141.013427734375,1147.965800183617,1132.4533348800387,1143.617767070168,13590654
2021-10-01,1143.0289306640625,1150.320936930379,1130.0302358504632,1133.1779894261922,8958928
2021-10-04,1157.72607421875,1166.1955973057436,1149.075293250508,1156.2993722307872,10918552
2021-10-05,1181.75341796875,1183.0216242133338,1153.7403880823629,1157.2505376163047,13533634
2021-10-06,1159.40185546875,1186.6221652780882,1155.438860897584,1186.6221652780882,10258881
2021-10-07,1165.0860595703125,1177.0204479976474,1162.9573276219362,1175.3219190109808,6336665
2021-10-08,1209.8570556640625,1215.8129290316733,1169.207605953432,1170.906015220909,15772493
2021-10-11,1201.4324951171875,1231.9365290333708,1198.1262461853553,1223.5122910944801,14768666
2021-10-12,1208.2943115234375,1215.1787568517786,1196.269354160262,1197.9678831315707,6682011
2021-10-13,1220.5909423828125,1231.7100881104088,1208.9735471768931,1213.3668640485118,9959762
2021-10-14,1223.0595703125,1230.7818997818822,1217.0810544912147,1223.0369280495506,8623469
2021-10-18,1226.320556640625,1243.2596035729455,1205.8033136478314,1208.6567177514992,13594479
2021-10-19,1237.3038330078125,1246.1357531841286,1226.501796349313,1233.6578296621897,8833409
2021-10-20,1223.0595703125,1242.2406818392346,1219.0286485058555,1242.2406818392346,12710570
2021-10-21,1187.7772216796875,1235.5600608138357,1179.0358711096487,1235.2883536749923,20831669
2021-10-22,1189.9964599609375,1206.9809106504802,1182.7950231580921,1186.6448064236538,11027475
2021-10-25,1178.40185546875,1213.8201056097269,1163.9990998346134,1213.8201056097269,17198417
2021-10-26,1205.2371826171875,1208.7926167498356,1179.013250231775,1185.3315195274101,9750178
2021-10-27,1189.9964599609375,1212.3706072222662,1186.6221641632774,1201.1382490708493,9896298
2021-10-28,1176.952392578125,1194.77472717133,1173.283867099268,1186.644837678606,9886181
2021-10-29,1148.713134765625,1175.8428779756357,1133.0648156155328,1175.8428779756357,14233025
2021-11-01,1149.4151611328125,1157.6582624374937,1129.6225892164332,1148.7131311991511,15481114
2021-11-02,1132.6571044921875,1154.0348738636576,1130.143454028727,1152.6760985535552,10569130
2021-11-03,1124.866943359375,1141.3531452072293,1114.6309640383438,1135.0348760961226,11989430
2021-11-04,1131.77392578125,1134.514118637374,1127.7656464746356,1129.1016597099565,1705656
2021-11-08,1133.177978515625,1141.3531527093287,1112.5475239087214,1141.0813257713814,20337183
2021-11-09,1142.1231689453125,1145.38413396809,1126.4295651226153,1134.5594552172417,15682497
2021-11-10,1154.8953857421875,1158.56403111527,1133.9479393972968,1139.8585280650227,10253470
2021-11-11,1157.0015869140625,1164.2255472479787,1148.3960890914113,1150.4342522284085,10722478
2021-11-12,1174.4615478515625,1177.0206028987552,1158.111197547698,1160.783463915503,8712341
2021-11-15,1167.5318603515625,1178.583081524526,1163.9990683781703,1177.586582367733,4803269
2021-11-16,1140.402099609375,1166.2636363626991,1130.0302662731583,1164.9275032865714,11337581
2021-11-17,1115.98974609375,1131.819202659116,1114.6309708056715,1131.819202659116,10202029
2021-11-18,1120.2020263671875,1127.3128958685732,1109.671695510959,1114.178225230509,8505625
2021-11-22,1070.5845947265625,1109.1958761849858,1064.809860242095,1103.3532149230834,24124307
2021-11-23,1080.5941162109375,1087.5691305828452,1045.7874503355001,1056.6800550508478,25326999
2021-11-24,1064.9912109375,1091.4868494573443,1061.4357769402945,1077.9446209027212,16820296
2021-11-25,1129.1016845703125,1133.2006528139436,1067.5954770563671,1074.7742721480843,42401936
2021-11-26,1092.7098388671875,1122.149452357917,1087.6824179851199,1117.7108501017365,15763138
2021-11-29,1105.7991943359375,1132.2949564813318,1086.5954393266575,1104.712245845007,24325354
2021-11-30,1089.44873046875,1121.3794713466475,1081.9529437331894,1117.8013949441001,32172299
2021-12-01,1117.3486328125,1120.519028933976,1098.3713010103995,1101.9493776790864,10104610
2021-12-02,1124.5272216796875,1130.5736640269113,1114.9027029403865,1118.571348380323,12720411
2021-12-03,1090.739501953125,1131.6153710496726,1087.0029299803193,1131.5700865288095,19222481
2021-12-06,1070.06396484375,1098.326063585159,1067.5955985919252,1094.2498569399281,10332254
2021-12-07,1078.7825927734375,1088.8146726752468,1068.8863664494722,1076.2010153934032,11235122
2021-12-08,1095.2008056640625,1101.405743762558,1089.8563933091182,1097.9183562650253,8744178
2021-12-09,1112.5701904296875,1120.9265028973477,1098.3259314492311,1102.8551026436394,13213547
2021-12-10,1113.7025146484375,1116.8955527047663,1100.7489847314073,1105.2328712872275,8364414
2021-12-13,1091.373779296875,1120.564329866256,1088.8147242582452,1120.292622697696,12901733
2021-12-14,1078.0125732421875,1089.7205393231307,1074.9553887174345,1077.944646457222,12991523
2021-12-15,1074.86474609375,1089.2674997267343,1069.3843607457343,1079.7561930783932,9366969
2021-12-16,1088.769287109375,1094.0231302341062,1072.8039773873268,1089.5845283011158,9761279
2021-12-17,1060.03173828125,1090.6263454753455,1050.7694958949853,1086.1198166210095,21049821
2021-12-20,1031.45263671875,1049.7957435304404,1017.7517924627566,1049.7957435304404,14325846
2021-12-21,1046.806640625,1062.545530320319,1038.1786200134966,1046.8519251541745,12836561
2021-12-22,1071.6490478515625,1074.276029474332,1051.6754577350616,1052.988828746117,17658543
2021-12-23,1071.26416015625,1077.944705915956,1068.0031950967277,1075.2271551661324,9072401
2021-12-24,1074.6837158203125,1083.3796623765666,1058.718285237532,1073.4155095265614,7886494
2021-12-27,1073.52880859375,1077.038958550713,1063.4967281365457,1069.5884556164642,4017223
2021-12-28,1086.2783203125,1089.1996512774408,1074.7968966086662,1075.9517717574063,6374613
2021-12-29,1088.13525390625,1095.60839765478,1078.8956544896844,1082.9266955421135,15425312
2021-12-30,1068.478759765625,1089.245070757408,1062.3643899373753,1087.003127167027,29333171
2021-12-31,1072.57763671875,1079.7110276415224,1068.8863489128844,1074.7742955921874,9477290
2022-01-03,1088.74658203125,1090.6036067166367,1070.4940456132024,1071.150790940942,5421611
2022-01-04,1113.3173828125,1114.6308734629547,1088.8145046450295,1094.2043208037267,10847728
2022-01-05,1118.526123046875,1121.877776996668,1101.9267085410534,1115.0840198447643,11643813
2022-01-06,1094.47607421875,1111.4605249543165,1091.0791361515087,1110.1923187691705,14447422
2022-01-07,1103.30810546875,1113.2949007403674,1092.2342419850618,1101.020877531252,13112115
2022-01-10,1104.2138671875,1112.8193642531028,1094.2723568788356,1110.5547786779957,9246731
2022-01-11,1112.1627197265625,1120.9492358826358,1102.8551919025351,1103.3081569787676,16205164
2022-01-12,1141.8514404296875,1143.595254204983,1116.4427463358454,1119.2961508769274,14800442
2022-01-13,1148.28271484375,1150.8644117443653,1136.0992618786104,1141.9192812349345,11856712
2022-01-14,1149.9586181640625,1162.7761757448827,1144.0027445379585,1148.1469975068374,19930176
2022-01-17,1155.9595947265625,1161.734329339856,1149.0526273304495,1149.5055923237667,8036453
2022-01-18,1142.1683349609375,1160.5340832716051,1139.4281422634044,1157.0919805047831,6215029
2022-01-19,1142.077880859375,1151.3173615953267,1136.3710722869748,1145.882379974198,9755485
2022-01-20,1122.0816650390625,1136.8015335141931,1111.9136106984854,1132.3176461756468,16494486
2022-01-21,1122.2628173828125,1133.3140400118668,1110.5549690507016,1110.5549690507016,13338594
2022-01-24,1076.9935302734375,1134.4461715764583,1066.666981959244,1120.9717499530957,21868937
2022-01-25,1074.887451171875,1081.8623458947789,1043.9757327083191,1064.1532222498897,24510205
2022-01-27,1058.9674072265625,1067.119939925388,1046.7160258148951,1058.0163123551283,20020431
2022-01-28,1057.9483642578125,1076.0876922422228,1054.5741878483832,1071.1509600753575,14667727
2022-01-31,1080.93408203125,1089.9018567259823,1067.1653084734821,1068.9770491049403,12143683
2022-02-01,1077.35595703125,1096.3331695818495,1063.0437697429202,1090.6264803582178,13200509
2022-02-02,1079.552490234375,1090.1733881906252,1075.725349000261,1090.1733881906252,10017691
2022-02-03,1065.6026611328125,1087.659819731054,1063.0890104902376,1083.3797131393435,9572839
2022-02-04,1055.887451171875,1063.655064440526,1051.2677111603737,1060.280768575064,11061241
